序号,名称,播放,弹幕数,收藏,硬币,是否完结,评分(默认0分),评分人数(人数不足为0人)
3262,湾岸MIDNIGHT,178031,8107,12939,183,1,0.0,0
3263,机械女神J,83347,5049,2245,51,1,0.0,0
3264,机械女神J to X,0,1693,0,0,1,0.0,0
3265,机械女神J again,0,1205,0,0,1,0.0,0
3266,机械女神R,0,2133,0,0,1,0.0,0
3268,One Off,77426,28973,2958,209,1,0.0,0
3269,海岸物语,63163,8915,1572,32,1,0.0,0
3270,通职者,1102583,48815,18739,2169,1,0.0,0
3271,三年E班 第二季,55755575,1397439,2960284,169357,1,9.6,3070
3274,青之六号,81777,27711,1815,83,1,0.0,0
3275,他和她的故事,1127766,99506,54003,1618,1,9.4,144
3276,兽械争霸,183649,8704,3734,157,1,0.0,0
3278,背骑少女,72805,9651,3450,124,1,0.0,0
3279,卡罗尔,21379,2669,486,14,1,0.0,0
3280,BROTHERS CONFLICT OVA,435271,59641,14763,233,1,0.0,0
3284,银河英雄传说 我的征途是星辰大海,160728,10147,4538,156,1,0.0,0
3285,潜艇代号707R,32175,2062,1257,26,1,0.0,0
3286,旅街LateShow,374351,42519,6895,991,1,0.0,0
3287,火影忍者 疾风传,84305125,996598,2299312,258573,1,9.5,2511
3289,晴空战士,67149,8201,1205,59,1,0.0,0
3292,快要坏掉的八音盒,758305,157999,25926,2854,1,9.5,192
3294,魔法学园MA,1036099,103306,36701,1243,1,0.0,0
3295,奔波儿灞与灞波儿奔,3171268,25358,11081,5751,0,0.0,0
3297,历物语,4372731,276914,73962,14374,1,9.6,577
3301,南方公园 第十九季,2084830,35520,33673,3189,1,9.8,181
3304,绝对无敌雷神王,39538,2011,606,25,1,0.0,0
3305,绝对无敌雷神王OVA,0,341,0,0,1,0.0,0
3307,革命机Valvrave,2247289,130721,116268,3832,1,8.1,497
3309,我的裘可妹妹,131198,12337,9368,94,1,0.0,0
3310,湘南暴走族,96462,6896,4922,116,1,0.0,0
3312,永恒传说,112037,16610,1339,57,1,0.0,0
3315,Z计划,98923,5177,2189,36,1,0.0,0
3317,蜂蜜与四叶草,1353041,192945,36611,2481,1,9.7,528
3318,蜂蜜与四叶草II,0,55755,0,0,1,9.6,371
3320,白想这么多,161142,5552,1394,242,0,0.0,0
3321,吃饭睡觉打豆豆 豆特么黑,222628,4442,3234,893,1,0.0,0
3322,吃饭睡觉打豆豆 神经豆,153312,4214,2638,1833,1,0.0,0
3323,侠岚·决敌篇,2574929,53684,124834,10116,1,9.3,137
3324,侠岚·凌霜篇,459588,28365,18024,456,1,0.0,0
3327,弃宝之岛：遥与魔法镜,28121,4849,1365,98,1,0.0,0
3328,创龙传,65021,6975,1415,37,1,0.0,0
3332,老虎和兔子,744147,62368,71098,987,1,9.6,184
3335,西方善魔女,37702,8908,1349,37,1,0.0,0
3339,夏娃的时间,207288,45807,5447,616,1,9.6,250
3341,青之文学,1123335,188658,34995,1576,1,9.4,265
3342,急救超人兵团,15962,1443,524,21,1,0.0,0
3346,虫之歌,796462,124205,25607,1423,1,9.1,112
3350,佝偻猫 第一季,638017,72235,15296,1590,1,0.0,0
3351,佝偻猫 第二季,0,15419,0,0,1,0.0,0
3352,千岁 Get You!!,109628,15483,2613,144,1,0.0,0
3353,同人WORK,70976,11480,2207,88,1,0.0,0
3358,泰坦尼亚,121481,12105,5014,119,1,0.0,0
3360,道子与哈金,362210,53820,22223,1007,1,9.6,161
3361,龙之界点,473356,214356,24113,1091,1,8.5,328
3363,怪谈餐厅,263337,25947,20921,433,1,0.0,0
3364,破刃之剑 剧场版,574218,57149,24090,615,1,0.0,0
3365,境界的彼方,10823386,1260258,688714,33629,1,9.0,2593
3366,境界的彼方 -I'LL BE HERE- 过去篇,1534892,153725,41095,4636,1,9.0,207
3367,段子狗日记,2622886,21922,4689,855,0,0.0,0
3369,爆蛋晶英,842204,23478,13488,4027,1,0.0,0
3370,间之楔,2699009,66076,118202,4334,1,9.7,271
3374,魍魉之匣,623334,100538,24959,2257,1,9.5,127
3375,她与她的猫,4707248,573997,55205,23392,1,9.5,755
3377,薄樱鬼 御伽草子,2192159,107138,28645,4129,1,0.0,0
3387,噬神者 SP,3044060,23099,50873,1543,1,0.0,0
3389,×××HOLiC·继,0,69890,0,0,1,9.7,289
3390,×××HOLiC·春梦记,0,22652,0,0,1,9.5,116
3391,×××HOLiC·笼,0,22962,0,0,1,9.6,135
3395,×××HOLiC·笼 徒梦,0,19627,0,0,1,9.6,170
3396,×××HOLiC 仲夏夜之梦,373092,43126,17331,672,1,9.7,181
3398,冰菓,17660152,1508073,1057507,66509,1,9.7,8482
3400,太乙仙魔录之灵飞纪,4683819,118566,88017,13787,1,0.0,0
3402,正义红师,160736,12770,15143,247,1,0.0,0
3403,正义红师 粤语版,107765,3027,2758,180,1,0.0,0
3404,樱花大战 OVA2 轰华绚烂,0,1536,0,0,1,0.0,0
3405,萌菌物语,674301,83001,32231,1059,1,0.0,0
3406,无敌看板娘,84227,13075,4415,135,1,0.0,0
3407,樱花大战 OVA2.5 神崎堇引退纪念,0,1480,0,0,1,0.0,0
3408,樱花大战 OVA3 燃烧的巴黎,0,1613,0,0,1,0.0,0
3409,樱花大战 OVA4 崭新的巴黎,0,1373,0,0,1,0.0,0
3410,樱花大战 OVA5 纽约,0,1617,0,0,1,0.0,0
3411,樱花大战 剧场版 樱花大战活动写真,0,2108,0,0,1,0.0,0
3414,废弃公主,68298,90022,3200,161,1,9.1,136
3415,遥远时空中2 白龙之神子,35462,4358,1658,19,1,0.0,0
3416,遥远时空中3 红之月,29349,6022,803,9,1,0.0,0
3417,遥远时空中3 无尽的命运,19171,3285,204,3,1,0.0,0
3418,HELLSING 外传：THE DAWN,625284,21128,41469,951,1,0.0,0
3419,野良神 OAD,3018077,104478,139107,6011,1,9.5,243
3420,野良神 ARAGOTO OAD,1484296,115082,68077,7511,1,9.6,394
3421,干物妹！小埋 OVA,6593957,249192,185048,18423,1,9.3,562
3423,四月是你的谎言 OAD,1987599,86744,79928,8104,1,9.6,349
3425,三年E班 第二季 课外授课篇,2575671,89695,22908,4645,1,9.5,229
3426,我被绑架到贵族女校当庶民样本 SP,2258151,86646,25820,1149,1,7.7,111
3428,OVERLORD SP,15430249,247198,26346,5832,1,9.6,1908
3429,Charlotte SP,2499401,49797,72569,9141,1,9.5,346
3430,终结的炽天使 SP 终结不了的炽天使,1229513,65285,32812,867,1,0.0,0
3433,异国迷宫的十字路口,741144,152656,43134,1728,1,9.5,270
3434,兽之奏者艾琳,182720,16282,14744,335,1,0.0,0
3435,吃谜少女,1517217,59410,24762,3735,1,0.0,0
3436,斩·赤红之瞳！ 爆笑小剧场,1519737,57519,32470,2515,1,9.5,201
3437,我的青春恋爱物语果然有问题。 第一季 OVA,2038053,178030,60608,5200,1,9.6,915
3439,绯弹的亚里亚 第一季 OVA,0,50111,0,0,1,0.0,0
3440,鬼灯的冷彻,10233567,917966,464547,17903,1,9.5,1859
3441,我们仍未知道那天所看见的花的名字。 剧场版,816014,101376,47574,13567,1,9.6,680
3443,黑子的篮球 第2期 OVA,893955,45188,22759,868,1,0.0,0
3444,黑子的篮球 第3期 OVA,1361418,98159,75810,7621,1,9.6,196
3446,夏目友人帐 OVA,419663,235922,10355,1026,1,9.6,974
3447,赤发白雪姬 OVA 不值一提的宝物、这一页,323083,36227,10058,401,1,0.0,0
3448,命运石之门 聪明睿智的认知计算,928298,57260,16036,1837,1,9.6,421
3449,命运石之门 境界面上的迷失之链,1055066,60502,15406,2528,1,9.7,503
3450,在下坂本，有何贵干？,111810379,3154288,1666190,419980,1,8.4,5304
3451,迷家,14388220,516633,732809,33228,1,3.2,3526
3452,三者三叶,2672270,166740,128787,8611,1,9.1,214
3454,鬼斩,4852308,214032,45784,4758,1,0.0,0
3455,甘城光辉游乐园 SP 激动人心小剧场,360573,26437,2562,249,1,9.5,153
3456,忍者杀手 SE,5023705,181778,171068,9711,1,9.7,798
3457,兔龟 女高网球部外传,537646,32052,4944,1039,1,0.0,0
3459,宇宙巡警露露子,3835274,157417,88490,9046,1,9.5,427
3460,面包带来和平！,2551308,126344,32583,3708,1,0.0,0
3461,Re：从零开始的异世界生活,155975674,3669044,9575730,580204,1,8.7,8525
3462,双星之阴阳师,74766722,1513239,2844866,160428,1,7.3,714
3463,百武装战记,17817095,661482,850978,29936,1,6.9,285
3464,学战都市Asterisk 第二季,32057551,762085,844672,48498,1,7.8,550
3465,Concrete Revolutio 超人幻想 第二季,2082336,132341,63773,8717,1,9.5,350
3466,魔笛MAGI 辛巴达的冒险,6276366,270081,158868,10633,1,9.2,225
3467,命运石之门 负荷领域的既视感,1828542,111900,166320,24420,1,9.7,1601
3468,元气少女缘结神  过去篇,6116508,243788,200164,15663,1,9.7,256
3470,吹响吧！上低音号 第一季 SP 吹奏部的日常,199319,20402,2220,316,1,0.0,0
3474,黑塔利亚 Axis Powers 第2期,0,67219,0,0,1,9.4,204
3475,黑塔利亚 World Series 第4期,0,61224,0,0,1,9.4,168
3476,魔法少女☆伊莉雅 OVA,676358,42115,17037,720,1,9.3,121
3477,魔法少女☆伊莉雅 2WEI! OVA,800963,82561,21599,1151,1,9.1,304
3478,Crane Game Girls,519045,33201,6734,464,1,0.0,0
3480,"黑塔利亚 剧场版 银幕HETALIA Axis Powers Paint it, White",499695,45841,119981,923,1,9.4,147
3481,我的朋友很少 OAD,1453008,75610,29933,908,1,8.7,104
3482,魔弹之王与战姬 SP 堤格尔君与战姬亲,463506,21446,2588,239,1,0.0,0
3484,心灵侦探八云,1738284,224760,70661,2445,1,8.7,121
3485,棺姬嘉依卡 OVA,138523,15964,5540,272,1,0.0,0
3486,笨蛋，测验，召唤兽  OVA,1950999,114284,55012,2979,1,9.6,295
3487,加速世界 OVA1 银翼的觉醒,715787,56451,33899,682,1,0.0,0
3488,加速世界 OVA2 加速的顶点,733623,33471,28407,757,1,0.0,0
3489,Infinite Stratos 2,7217794,581956,286367,8391,1,7.6,490
3490,问题儿童都来自异世界？ OVA 温泉漫游记,1112983,81316,43451,1914,1,9.4,214
3491,HELLO!! 黄金拼图,767212,77794,77253,2929,1,9.6,318
3492,TARI TARI OVA,142164,15801,2698,503,1,0.0,0
3493,12岁。,7085511,221868,580119,10457,1,7.0,106
3494,甲铁城的卡巴内瑞,43918547,1691724,1645097,77976,1,7.4,3389
3495,线上游戏的老婆不可能是女生？,41065283,1554769,1149715,124959,1,8.2,1636
3497,任性HighSpec,5342867,236480,32196,4130,1,8.6,116
3498,Anne Happy,4352321,299437,236683,17415,1,9.4,522
3499,影鳄 承,3937990,140292,79276,6941,1,9.3,143
3502,魔女的使命 OVA,385242,48216,48885,370,1,0.0,0
3504,恶魔阿萨谢尔在召唤你 OVA,1453980,35385,34002,1243,1,9.6,114
3505,我们大家的河合庄 SP,648954,25042,1078,192,1,9.4,100
3506,勇者大冒险 第二季,15921559,336650,798078,97873,1,9.7,1802
3507,未确认进行式 OVA,187583,21749,3649,259,1,0.0,0
3508,快递侠外传,440954,2965,2894,1124,1,0.0,0
3509,这样算是僵尸吗？ OVA,879456,80028,20575,1863,1,9.6,181
3514,花牌情缘 OAD,0,15376,0,0,1,0.0,0
3516,白色相簿2,2724807,376960,279454,12854,1,9.6,2715
3520,曾几何时天魔的黑兔 OAD 心灵交换的来校日,198601,14259,2596,174,1,0.0,0
3521,丹特丽安的书架 OVA 荆姬,0,9114,0,0,1,0.0,0
3523,晨曦公主 OAD,937685,48700,19865,2085,1,9.7,154
3525,FORTUNE ARTERIAL -赤之约束- OAD,0,15607,0,0,1,0.0,0
3527,逆转裁判,10577154,293106,865543,28489,1,7.8,425
3528,怪盗JOKER 第三季,1104984,24033,62861,2199,1,0.0,0
3530,超时空要塞Δ,22445335,567540,781846,41088,1,8.5,681
3531,口水封神,5681307,94248,20678,11772,1,8.7,104
3532,美妙天堂  第三季,3462038,48341,66713,4118,1,0.0,0
3535,炎之蜃气楼～水际的反逆者～,267533,20391,6014,201,1,0.0,0
3538,无头骑士异闻录×2 承 OVA,426942,34995,29032,976,1,0.0,0
3539,无头骑士异闻录×2 转  OVA,264724,34193,13765,1007,1,0.0,0
3540,番剧茶会,894969,49699,33690,14652,0,8.0,119
3542,排球少年剧场版 结束与开始,51499,27746,1401,319,1,9.7,271
3543,青之驱魔师 剧场版,285088,85506,6967,965,1,9.3,216
3545,苍蓝钢铁的琶音 DC,783673,32710,39817,3283,1,0.0,0
3546,苍蓝钢铁的琶音 Cadenza,684982,35246,42296,6054,1,9.7,260
3547,樱Trick,2075389,204378,191028,6942,1,9.7,1146
3548,幸运星 OVA,0,28221,0,0,1,9.6,243
3551,黑色残骸,6921572,185975,172496,10898,1,8.2,167
3552,幻想嘉年华 EX Season,1140914,50054,24320,798,1,9.1,193
3553,幻想嘉年华 Special Season,1225011,56318,35685,1273,1,9.4,312
3554,寒蝉鸣泣之时,4544620,327810,521509,7399,1,9.7,1605
3555,寒蝉鸣泣之时外传 猫杀篇,0,23451,0,0,1,0.0,0
3557,超时空要塞 可曾记得爱,87439,7619,2745,264,1,0.0,0
3558,超时空要塞 Flash Back OVA,84286,4917,2208,104,1,0.0,0
3559,超时空要塞II 再爱一次 OVA,71032,5119,2936,47,1,0.0,0
3560,超时空要塞 Dynamite 7,41179,2546,3169,66,1,0.0,0
3561,Macross Plus OVA,96812,11260,3434,105,1,0.0,0
3562,Macross Plus 剧场版,53810,3923,1444,95,1,0.0,0
3563,超时空要塞7 银河在呼唤我,37824,2953,1438,36,1,0.0,0
3564,超时空要塞F 虚空歌姬 前篇,108656,11907,3192,177,1,0.0,0
3565,超时空要塞F 恋离飞翼 后篇,312320,10462,52731,401,1,0.0,0
3566,超时空要塞 ZERO,197975,12814,5666,235,1,0.0,0
3567,圣诞之吻SS OVA,0,20107,0,0,1,0.0,0
3568,翠星之加尔刚蒂亚～遥远的巡回航路～,190125,10010,6026,360,1,0.0,0
3570,Little Busters! ～Refrain～,48136,18533,3490,0,1,9.8,652
3571,Little Busters! EX,297944,35044,14015,675,1,9.6,228
3572,全金属狂潮 TSR OVA 战队长悠闲的一天,0,24940,0,0,1,9.3,117
3573,战国BASARA 剧场版 -The Last Party-,88217,8093,7216,104,1,0.0,0
3574,莉露莉露妖精莉露～妖精之门～,883204,16287,12344,850,1,0.0,0
3575,文学少女 剧场版,16159,2040,729,86,0,0.0,0
3577,少女与战车 OVA 这次是真正的安齐奥战,140591,17856,4736,466,1,9.6,124
3581,奇诺之旅 塔之国 -Free Lance-,0,7767,0,0,1,0.0,0
3582,奇诺之旅 疾病之国 -For You-,0,7930,0,0,1,0.0,0
3583,奇诺之旅 活着的目标 -life goes on.-,0,7445,0,0,1,0.0,0
3586,山田君与7人魔女 OAD,0,19665,0,0,1,9.5,197
3587,魔力家族 La prima festa,0,14965,0,0,1,0.0,0
3588,双月之城,2664390,158698,76234,42882,1,7.8,149
3589,玻璃之花与崩坏的世界,1299120,117046,36462,8707,1,8.7,183
3614,从前有座灵剑山  日文版,2315434,48521,30746,2769,1,0.0,0
3620,忍者乱太郎,122614,4134,4831,84,1,0.0,0
3646,变形金刚：领袖的挑战 第一季,65279,1876,5224,54,1,0.0,0
3668,颠倒的帕特玛,855358,78251,34044,3515,1,9.5,295
3673,阿茹茉妮,0,36554,0,0,1,9.6,152
3717,Anisun剧场「望实与君雄」,379648,25532,6584,707,1,0.0,0
3720,星际赛车,19559,251,195,18,1,0.0,0
3743,苍穹之法芙娜 RIGHT OF LEFT,0,4279,0,0,1,0.0,0
3745,初音岛II S.S.,0,27532,0,0,1,0.0,0
3750,校园迷糊大王 二学期,186715,12239,16244,559,1,9.6,234
3751,校园迷糊大王 三学期,0,4671,0,0,1,0.0,0
3752,校园迷糊大王 一学期补习,22915,5212,521,79,1,0.0,0
3756,魔卡少女樱,17781554,807692,2543777,45997,1,9.8,6569
3757,女神异闻录3 剧场版 #2 Midsummer Knight's Dream,0,21596,0,0,1,0.0,0
3758,女神异闻录3 剧场版 #3 Falling Down,0,20552,0,0,1,0.0,0
3759,我的女神 OAD,70496,4537,2752,115,1,0.0,0
3760,我的女神 剧场版,61657,4992,2023,254,1,0.0,0
3762,今天的5年2班 OVA,598965,4219,40561,1336,1,0.0,0
3763,今天的5年2班 OAD,0,3773,0,0,1,0.0,0
3764,今天开始做魔王 第一季,1807547,64784,219589,1631,1,0.0,0
3765,今天开始做魔王 第二季,0,12802,0,0,1,0.0,0
3766,今天开始做魔王 第三季,0,14898,0,0,1,0.0,0
3767,今天开始做魔王 OVA,0,6982,0,0,1,0.0,0
3769,文学少女 今日的点心～初恋～,160122,24913,21596,850,1,0.0,0
3771,Candy☆Boy OVA,0,7734,0,0,1,0.0,0
3773,魔法老师！～另一个世界,121665,11333,2688,99,1,0.0,0
3775,魔法老师涅吉! ANIME FINAL,89304,11637,0,0,1,0.0,0
3778,百变之星 不死鸟传说 - 蕾拉・汉密尔顿物语,16076,2779,602,31,1,0.0,0
3779,百变之星 妙啊！妙！,10008,1237,138,12,1,0.0,0
3780,少女们向荒野进发 OVA,119630,9334,2573,201,1,0.0,0
3781,罪恶王冠 失落的圣诞节 an episode of port town,1495653,87571,35259,1062,1,8.9,133
3782,青春之旅 OAD,1289543,44577,35823,903,1,9.5,104
3783,AIR 剧场版,143297,23977,5931,300,1,0.0,0
3784,魔法禁书目录 炭,188501,78784,6317,368,1,8.7,120
3785,DRAMAtical Murder OVA,387344,25005,22646,905,1,0.0,0
3786,绝园的暴风雨,3387822,300101,161120,10061,1,9.5,1426
3787,偶像大师 灰姑娘女孩 第一季 OVA,117783,11037,1348,112,1,0.0,0
3788,偶像大师 灰姑娘女孩 第二季 OVA,201247,11233,6800,709,1,0.0,0
3789,天降之物 计时的悲伤女神,0,102432,0,0,1,9.6,431
3790,零之使魔～三美姬的轮舞～OVA,0,87922,0,0,1,9.4,102
3791,寒蝉鸣泣之时 扩,254475,57667,11990,600,1,9.6,215
3792,恶魔阿萨谢尔在召唤你 海葵篇,0,13457,0,0,1,0.0,0
3793,恶魔阿萨谢尔在召唤你 路西法篇,0,16946,0,0,1,9.6,142
3795,魔法少女奈叶 The MOVIE 2nd A’s,496168,15387,20492,2488,1,9.6,140
3796,半面人,779141,28208,12363,1559,1,0.0,0
3797,未确认进行式 OAD,0,12185,0,0,1,0.0,0
3798,滑头鬼之孙 ～奴良组事始～,374113,48469,6965,294,1,9.6,133
3800,只要你说你爱我 OAD,371021,24693,9440,170,1,0.0,0
3801,机器人少女Z SP,83810,2632,1821,155,1,0.0,0
3802,机器人少女Z+,302642,2121,5896,451,1,0.0,0
3803,史上最强弟子兼一 OAD,195810,8731,5404,180,1,0.0,0
3805,图书馆战争 革命之翼,147572,10316,9543,516,1,0.0,0
3806,魔法骑士雷阿斯 OVA,0,2882,0,0,1,0.0,0
3807,破刃之剑,456844,47426,10069,487,1,0.0,0
3808,高智能方程式 DOUBLE ONE,286254,5986,9354,253,1,0.0,0
3809,高智能方程式：ZERO,389272,8288,14427,311,1,0.0,0
3810,高智能方程式：SAGA,416953,5466,15246,504,1,0.0,0
3811,高智能方程式：SIN,393241,7445,11223,474,1,9.7,115
3812,轮回的拉格朗日 鸭川日常,21865,3798,660,23,1,0.0,0
3813,机巧魔神2,0,13634,0,0,1,0.0,0
3814,魔动王 最后的魔法大战,0,3319,0,0,1,0.0,0
3815,魔动王 冒险篇,0,3440,0,0,1,0.0,0
3816,不可思议的教室 OVA,19020,2519,603,41,1,0.0,0
3818,求求你，吃我吧,831293,11822,7297,1911,1,0.0,0
3819,山口山战记 太阳井,2166915,43161,57182,17202,1,9.4,127
3820,向阳素描 特别篇,0,4811,0,0,1,0.0,0
3821,向阳素描×☆☆☆ 特别篇,0,2235,0,0,1,0.0,0
3822,向阳素描×365 特别篇,0,2800,0,0,1,0.0,0
3823,向阳素描 沙英・寻 毕业篇,39491,4440,2555,457,1,0.0,0
3824,你所期望的永远 〜Next Season〜,0,11155,0,0,1,0.0,0
3825,向阳素描×SP,15497,2297,801,58,1,0.0,0
3827,飞跃巅峰! 剧场版,40081,3533,648,96,1,0.0,0
3828,飞跃巅峰2! 剧场版,0,3091,0,0,1,0.0,0
3829,飞跃巅峰 科学讲座,0,2058,0,0,1,0.0,0
3830,逮捕令 剧场版 墨东署最大危机,46793,6159,1470,84,1,0.0,0
3831,风－心之呼吸 OVA,0,2933,0,0,1,0.0,0
3832,薄樱鬼 第二章 士魂苍穹,212894,27291,14509,314,1,0.0,0
3833,薄樱鬼 第一章 京都乱舞,176820,20174,14136,329,1,0.0,0
3834,战姬绝唱SYMPHOGEAR GX SP,163350,10094,1590,522,1,0.0,0
3835,交响情人梦 OAD,0,6690,0,0,1,0.0,0
3836,人类衰退之后 SP,408332,6805,5294,439,1,0.0,0
3837,在盛夏等待 特别篇,144556,17360,1682,150,1,0.0,0
3838,头文字D Legend1 -觉醒-,529409,30107,15032,481,1,0.0,0
3839,头文字D Legend2 -斗走-,437513,9790,10534,451,1,0.0,0
3841,热风海陆bushiroad  SP,65301,8566,566,28,1,0.0,0
3842,黑礁 特典小剧场,252900,8458,4126,217,1,0.0,0
3843,强袭魔女 剧场版,26198,14007,1513,63,1,0.0,0
3844,强袭魔女:胜利之箭行动,278041,19185,9911,539,1,0.0,0
3846,强袭魔女 OVA,66687,12945,562,29,1,0.0,0
3847,苍穹之法芙娜 HEAVEN AND EARTH,144365,4617,6356,171,1,0.0,0
3848,女子落语 OAD,0,6416,0,0,1,0.0,0
3849,玉响～more aggressive～ OVA,23024,11805,1141,131,1,0.0,0
3850,再见绝望先生 Blu-ray BOX化纪念话,57828,16641,1032,135,1,0.0,0
3851,潜行吧！奈亚子 OVA 温柔地解决敌人的方法,913397,128565,14264,645,1,0.0,0
3852,潜行吧！奈亚子W OVA,708326,40876,24024,810,1,0.0,0
3853,最游记OVA 希望之罪过,0,5506,0,0,1,0.0,0
3854,最游记 Requiem 落选者的镇魂歌,0,6911,0,0,1,0.0,0
3858,魔卡少女樱 知世的影像活跃日记,902217,72911,18801,1403,1,9.6,321
3859,戒魔人,4140798,146997,54832,5362,1,0.0,0
3860,魔卡少女樱 被封印的卡片,953965,93078,64450,3835,1,9.7,711
3861,钢铁神兵B'T-X NEO,0,5022,0,0,1,0.0,0
3863,镇魂街 第一季,95174225,1692077,1912581,277242,1,9.2,1924
3864,哆啦A梦 大雄和发条都市冒险记,0,6351,0,0,1,0.0,0
3865,哆啦A梦 大雄与翼之勇者,0,8101,0,0,1,0.0,0
3866,哆啦A梦 大雄与机器人王国,0,8097,0,0,1,0.0,0
3867,哆啦A梦 大雄的魔界大冒险,0,6147,0,0,1,0.0,0
3868,蜡笔小新之动感超人大战泳装魔王,79446,3424,2509,163,1,0.0,0
3869,哆啦A梦 大雄的新魔界大冒险之7个魔法师,0,13253,0,0,1,0.0,0
3870,蜡笔小新之布里布里王国的秘密宝藏,112937,5390,3252,353,1,0.0,0
3871,蜡笔小新之云黑斋的野心,57071,2614,2090,181,1,0.0,0
3872,哆啦A梦 大雄的恐龙 2006,1612037,6616,140770,2970,1,0.0,0
3874,蜡笔小新之黑暗珠珠大追击,70621,3285,2277,199,1,0.0,0
3875,哆啦A梦 大雄与绿巨人传,0,7050,0,0,1,0.0,0
3878,哆啦A梦 新‧大雄的宇宙开拓史,0,7120,0,0,1,0.0,0
3879,蜡笔小新 森林里的暴风雨,128452,4785,4668,404,1,0.0,0
3880,蜡笔小新 呼风唤雨！大人帝国的反击,134595,5494,5034,514,1,9.7,215
3881,蜡笔小新 呼风唤雨！战国大合战,56775,2860,2421,294,1,0.0,0
3882,蜡笔小新 呼风唤雨！光荣烧肉之路,106139,4076,4581,280,1,0.0,0
3883,哆啦A梦 大雄的人鱼大海战,0,9451,0,0,1,0.0,0
3885,蜡笔小新 呼风唤雨！夕阳下的春日部男孩,81612,3101,3694,305,1,0.0,0
3886,蜡笔小新 呼唤传说！三分钟嘎巴大进攻,90522,2708,2309,166,1,0.0,0
3888,蜡笔小新 呼风唤雨！会唱歌的屁股炸弹,55458,2323,2109,137,1,0.0,0
3890,蜡笔小新 呐喊!春日部野生王国,92414,4096,3741,298,1,0.0,0
3891,蜡笔小新 超时空！呼风唤雨的我的新娘,100849,4366,4290,332,1,0.0,0
3892,蜡笔小新 呼风唤雨黄金的间谍大作战,75547,3409,2464,158,1,0.0,0
3893,哆啦A梦 大雄与奇迹之岛～动物历险记～,0,8630,0,0,1,0.0,0
3895,蜡笔小新 超级美味B级美食大逃亡,106536,4415,3908,255,1,9.6,101
3898,哆啦A梦 大雄的秘密道具博物馆,0,9499,0,0,1,0.0,0
3900,哆啦A梦 新·大雄与铁人兵团～振翅吧天使们～,0,8827,0,0,1,0.0,0
3901,哆啦A梦 新·大雄的大魔境-贝可与5人探险队-,0,10005,0,0,1,0.0,0
3902,哆啦A梦 大雄的宇宙英雄记,760508,19302,37591,1321,1,0.0,0
3903,哆啦A梦 大雄的宇宙漂流记,0,5965,0,0,1,0.0,0
3904,秀逗魔导士 SPECIAL,0,2130,0,0,1,0.0,0
3905,秀逗魔导士 完全无欠版,0,3452,0,0,1,0.0,0
3906,秀逗魔导士 RETURN,0,2094,0,0,1,0.0,0
3907,秀逗魔导士 GREAT,0,1879,0,0,1,0.0,0
3908,秀逗魔导士 GORGEOUS,0,2159,0,0,1,0.0,0
3909,秀逗魔导士 EXCELLENT,0,1758,0,0,1,0.0,0
3910,秀逗魔导士 PREMIUM,0,2492,0,0,1,0.0,0
3912,Peeping Life×怪兽酒场 怪兽们的所在之处,28107,3596,529,37,1,0.0,0
3913,魔法咪路咪路,2775712,38834,123827,1630,1,0.0,0
3914,魔法咪路咪路 Golden,0,9242,0,0,1,0.0,0
3916,魔法咪路咪路 Wonderful,0,7469,0,0,1,0.0,0
3917,魔法咪路咪路 Charming,0,9400,0,0,1,0.0,0
3919,天上天下 终极格斗,0,2852,0,0,1,0.0,0
3920,天上天下 THE PAST CHAPTER,0,3003,0,0,1,0.0,0
3925,鲁邦三世：巴比伦黄金传说,51452,3705,2116,77,1,0.0,0
3927,鲁邦三世：风魔家族的阴谋,34176,3020,800,42,1,0.0,0
3930,鲁邦三世：海明威手稿之谜,25196,1878,896,44,1,0.0,0
3931,鲁邦三世：拿破仑词典争夺战,27327,1771,705,30,1,0.0,0
3932,鲁邦三世：DEAD OR ALIVE,52105,2846,1454,139,1,0.0,0
3933,鲁邦三世：活下来的魔术师,40656,2185,568,27,1,0.0,0
3934,鲁邦三世：俄罗斯之恋,27710,2143,908,22,1,0.0,0
3935,鲁邦三世：鲁邦暗杀指令,26057,2014,1028,45,1,0.0,0
3936,鲁邦三世：GREEN vs RED,34391,2140,1271,31,1,0.0,0
3937,鲁邦三世：燃烧的斩铁剑,21129,1653,981,27,1,0.0,0
3938,鲁邦三世：Master File,48029,1956,714,26,1,0.0,0
3939,鲁邦三世：追寻哈里毛的宝藏,20772,1948,1172,21,1,0.0,0
3940,鲁邦三世：天使的策略～梦的碎片是杀人的香味～,34944,1619,1997,41,1,0.0,0
3941,鲁邦三世：暮色双子星座的秘密,25122,1756,1220,24,1,0.0,0
3942,鲁邦三世：七日狂想曲,35897,1693,1551,68,1,0.0,0
3943,鲁邦三世：沃尔特P38,30531,1599,864,35,1,0.0,0
3944,鲁邦三世：雾之谜,36776,1679,1243,80,1,0.0,0
3945,鲁邦三世：炎之记忆 东京危机,31793,2087,1177,69,1,0.0,0
3946,鲁邦三世： sweet lost night~魔法的神灯是噩梦的预感~,39110,1755,1170,80,1,0.0,0
3947,鲁邦三世：爱的记号~ 不二子不幸的一天,35612,1855,1171,49,1,0.0,0
3948,鲁邦三世：1美元的战争,25201,1657,959,57,1,0.0,0
3949,鲁邦三世：通往恶魔岛,29279,1728,1147,26,1,0.0,0
